timestamp,altitude_m,pressure_hPa,temp_c
2026-06-20 08:23:09.121,234.38,,
2026-06-20 08:23:09.556,233.19,,
2026-06-20 08:23:09.995,232.88,,
2026-06-20 08:23:10.433,232.82,,
2026-06-20 08:23:10.870,233.13,,
2026-06-20 08:23:11.307,232.57,,
2026-06-20 08:23:11.745,232.88,,
2026-06-20 08:23:12.182,232.88,,
2026-06-20 08:23:12.620,233.19,,
2026-06-20 08:23:13.058,233.38,,
2026-06-20 08:23:13.496,233.44,,
2026-06-20 08:23:13.933,233.38,,
2026-06-20 08:23:14.371,233.07,,
2026-06-20 08:23:14.808,232.88,,
2026-06-20 08:23:15.246,232.94,,
2026-06-20 08:23:15.683,232.69,,
2026-06-20 08:23:16.136,232.88,,
2026-06-20 08:23:16.573,232.75,,
2026-06-20 08:23:17.011,233.19,,
2026-06-20 08:23:17.448,233.44,,
2026-06-20 08:23:17.885,233.19,,
2026-06-20 08:23:18.323,233.07,,
2026-06-20 08:23:18.761,233.19,,
2026-06-20 08:23:19.197,233.07,,
2026-06-20 08:23:19.635,233.69,,
2026-06-20 08:23:20.073,233.82,,
2026-06-20 08:23:20.511,233.57,,
2026-06-20 08:23:20.949,233.44,,
2026-06-20 08:23:21.387,233.50,,
2026-06-20 08:23:21.826,233.50,,
2026-06-20 08:23:22.264,233.38,,
2026-06-20 08:23:22.702,233.07,,
2026-06-20 08:23:23.140,233.13,,
2026-06-20 08:23:23.579,233.25,,
2026-06-20 08:23:24.017,233.07,,
2026-06-20 08:23:24.455,232.88,,
2026-06-20 08:23:24.892,233.00,,
2026-06-20 08:23:25.330,232.82,,
2026-06-20 08:23:25.767,233.07,,
2026-06-20 08:23:26.205,233.19,,
2026-06-20 08:23:26.644,232.94,,
2026-06-20 08:23:27.081,232.82,,
2026-06-20 08:23:27.522,232.94,,
2026-06-20 08:23:27.963,233.00,,
2026-06-20 08:23:28.400,233.00,,
2026-06-20 08:23:28.838,232.94,,
2026-06-20 08:23:29.275,233.19,,
2026-06-20 08:23:29.713,232.88,,
2026-06-20 08:23:30.150,232.63,,
2026-06-20 08:23:30.587,233.07,,
2026-06-20 08:23:31.025,232.57,,
2026-06-20 08:23:31.462,232.38,,
2026-06-20 08:23:31.903,232.82,,
2026-06-20 08:23:32.341,232.69,,
2026-06-20 08:23:32.778,233.13,,
2026-06-20 08:23:33.219,232.82,,
2026-06-20 08:23:33.656,233.25,,
2026-06-20 08:23:34.094,233.32,,
2026-06-20 08:23:34.531,233.32,,
2026-06-20 08:23:34.969,233.07,,
2026-06-20 08:23:35.406,232.50,,
2026-06-20 08:23:35.844,233.25,,
2026-06-20 08:23:36.281,233.25,,
2026-06-20 08:23:36.719,233.07,,
2026-06-20 08:23:37.156,232.88,,
